Integrated_Pathway,Gene,Source_Pathway
Histone Modifications,RING1,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES | KEGG_MEDICUS_REFERENCE_BLOCKING_UBIQUITINATION_OF_H2AK119_BY_CK2 | KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119
Histone Modifications,RNF2,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES | KEGG_MEDICUS_REFERENCE_BLOCKING_UBIQUITINATION_OF_H2AK119_BY_CK2 | KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119
Histone Modifications,RYBP,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES | KEGG_MEDICUS_REFERENCE_BLOCKING_UBIQUITINATION_OF_H2AK119_BY_CK2
Histone Modifications,SCMH1,KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119
Histone Modifications,SCML1,KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119
Histone Modifications,SCML2,KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119
Histone Modifications,SKP1,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119
Histone Modifications,SUZ12,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES | KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119
Histone Modifications,TFDP1,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES
Histone Modifications,TRIM27,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119
Histone Modifications,UBB,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES | KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119
Histone Modifications,USP7,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119
Histone Modifications,WDR5,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES
Histone Modifications,YAF2,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES | KEGG_MEDICUS_REFERENCE_BLOCKING_UBIQUITINATION_OF_H2AK119_BY_CK2
Histone Modifications,YY1,KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119
Protein Acetylation,AKT1,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,AKT2,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,AKT3,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,BRD1,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,BRD7,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,BRPF1,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,BRPF3,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,CHD3,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,CHD4,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,EP300,REACTOME_PI5P_REGULATES_TP53_ACETYLATION | REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,GATAD2A,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,GATAD2B,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,HDAC1,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,HDAC2,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,ING2,REACTOME_PI5P_REGULATES_TP53_ACETYLATION | REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,ING5,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,KAT6A,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,MAP2K6,REACTOME_PI5P_REGULATES_TP53_ACETYLATION | REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,MBD3,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,MEAF6,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,MTA2,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,PIN1,REACTOME_PI5P_REGULATES_TP53_ACETYLATION | REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,PIP4K2A,REACTOME_PI5P_REGULATES_TP53_ACETYLATION | REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,PIP4K2B,REACTOME_PI5P_REGULATES_TP53_ACETYLATION | REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,PIP4K2C,REACTOME_PI5P_REGULATES_TP53_ACETYLATION | REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,PIP4P1,REACTOME_PI5P_REGULATES_TP53_ACETYLATION | REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,PML,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,RBBP4,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,RBBP7,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Acetylation,TP53,REACTOME_PI5P_REGULATES_TP53_ACETYLATION | REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION
Protein Depalmitoylation,ABHD10,GOBP_MACROMOLECULE_DEPALMITOYLATION | GOBP_PROTEIN_DEPALMITOYLATION
Protein Depalmitoylation,ABHD12,GOBP_MACROMOLECULE_DEPALMITOYLATION
Protein Depalmitoylation,ABHD13,GOBP_MACROMOLECULE_DEPALMITOYLATION
Protein Depalmitoylation,ABHD17A,GOBP_MACROMOLECULE_DEPALMITOYLATION | GOBP_PROTEIN_DEPALMITOYLATION
Protein Depalmitoylation,ABHD17B,GOBP_MACROMOLECULE_DEPALMITOYLATION | GOBP_PROTEIN_DEPALMITOYLATION
Protein Depalmitoylation,ABHD17C,GOBP_MACROMOLECULE_DEPALMITOYLATION | GOBP_PROTEIN_DEPALMITOYLATION
Protein Depalmitoylation,CPT1C,GOBP_MACROMOLECULE_DEPALMITOYLATION
Protein Depalmitoylation,DESI1,GOBP_MACROMOLECULE_DEPALMITOYLATION
Protein Depalmitoylation,DESI2,GOBP_MACROMOLECULE_DEPALMITOYLATION
Protein Depalmitoylation,LYPLA1,GOBP_MACROMOLECULE_DEPALMITOYLATION | GOBP_PROTEIN_DEPALMITOYLATION
Protein Depalmitoylation,LYPLA2,GOBP_MACROMOLECULE_DEPALMITOYLATION | GOBP_PROTEIN_DEPALMITOYLATION
Protein Depalmitoylation,LYPLAL1,GOBP_MACROMOLECULE_DEPALMITOYLATION | GOBP_PROTEIN_DEPALMITOYLATION
Protein Depalmitoylation,PPT1,GOBP_MACROMOLECULE_DEPALMITOYLATION | GOBP_PROTEIN_DEPALMITOYLATION
Protein Depalmitoylation,PPT2,GOBP_MACROMOLECULE_DEPALMITOYLATION
Protein Dephosphorylation,ACP2,GOBP_DEPHOSPHORYLATION
Protein Dephosphorylation,ACP3,GOBP_DEPHOSPHORYLATION
Protein Dephosphorylation,ACP4,GOBP_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION_INVOLVED_IN_INACTIVATION_OF_PROTEIN_KINASE_ACTIVITY | GOBP_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,ACP5,GOBP_DEPHOSPHORYLATION
Protein Dephosphorylation,ACP6,GOBP_DEPHOSPHORYLATION
Protein Dephosphorylation,ADAR,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY_BY_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Dephosphorylation,ADARB1,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY_BY_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Dephosphorylation,ADORA1,GOBP_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,AGTR2,GOBP_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,ALPG,GOBP_DEPHOSPHORYLATION
Protein Dephosphorylation,ALPI,GOBP_DEPHOSPHORYLATION
Protein Dephosphorylation,ALPL,GOBP_DEPHOSPHORYLATION
Protein Dephosphorylation,ALPP,GOBP_DEPHOSPHORYLATION
Protein Dephosphorylation,AMBRA1,GOBP_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,ANKLE2,GOBP_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,ARAF,REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY
Protein Dephosphorylation,ARPP19,GOBP_DEPHOSPHORYLATION | GOBP_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,BGLAP,GOBP_DEPHOSPHORYLATION
Protein Dephosphorylation,BMP2,GOBP_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION
Protein Dephosphorylation,BOD1,GOBP_DEPHOSPHORYLATION | GOBP_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,BRAF,REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY
Protein Dephosphorylation,BRAP,REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY
Protein Dephosphorylation,BTRC,GOBP_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,CALM1,GOBP_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,CALM2,GOBP_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,CALM3,GOBP_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,CAMK2G,GOMF_CALCIUM_DEPENDENT_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY
Protein Dephosphorylation,CAMTA1,GOBP_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,CD300A,GOBP_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,CDC14B,GOBP_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,CDCA2,GOBP_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,CDH5,GOBP_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,CDK5RAP3,GOBP_DEPHOSPHORYLATION | GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY_BY_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION
Protein Dephosphorylation,CHP1,GOBP_DEPHOSPHORYLATION | GOBP_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION
Protein Dephosphorylation,CHP2,GOBP_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION
Protein Dephosphorylation,CHRM5,GOBP_DEPHOSPHORYLATION | GOBP_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION | GOBP_PHOSPHOLIPID_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION
Protein Dephosphorylation,CNEP1R1,GOBP_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,CORO1C,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY_BY_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Dephosphorylation,CRY2,GOBP_DEPHOSPHORYLATION | GOBP_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,CTDNEP1,GOBP_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,CTDP1,GOBP_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_PHOSPHATASE_ACTIVITY
Protein Dephosphorylation,CTDSP1,GOBP_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_PHOSPHATASE_ACTIVITY
Protein Dephosphorylation,CTDSP2,GOBP_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_PHOSPHATASE_ACTIVITY
Protein Dephosphorylation,CTDSPL,GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_PHOSPHATASE_ACTIVITY
Protein Dephosphorylation,CTDSPL2,GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_PHOSPHATASE_ACTIVITY
Protein Dephosphorylation,CTTNBP2NL,GOBP_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,DAPP1,GOBP_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,DLC1,GOBP_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,DUSP1,GOBP_DEPHOSPHORYLATION | GOBP_PEPTIDYL_SERINE_DEPHOSPHORYLATION | GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY
Protein Dephosphorylation,DUSP10,GOBP_DEPHOSPHORYLATION | GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION_INVOLVED_IN_INACTIVATION_OF_PROTEIN_KINASE_ACTIVITY | GOBP_PROTEIN_DEPHOSPHORYLATION | REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY
Protein Dephosphorylation,DUSP11,GOBP_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,DUSP12,GOBP_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,DUSP13A,GOBP_DEPHOSPHORYLATION
Protein Dephosphorylation,DUSP13B,GOBP_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,DUSP15,GOBP_DEPHOSPHORYLATION
Protein Dephosphorylation,DUSP16,GOBP_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY
Protein Dephosphorylation,DUSP18,GOBP_DEPHOSPHORYLATION | GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,DUSP2,GOBP_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY
Protein Dephosphorylation,DUSP21,GOBP_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,DUSP22,GOBP_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,DUSP23,GOBP_DEPHOSPHORYLATION
Protein Dephosphorylation,DUSP26,GOBP_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,DUSP28,GOBP_DEPHOSPHORYLATION
Protein Dephosphorylation,DUSP29,GOBP_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,DUSP3,GOBP_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION_INVOLVED_IN_INACTIVATION_OF_PROTEIN_KINASE_ACTIVITY | GOBP_PROTEIN_DEPHOSPHORYLATION | REACTOME_ERKS_ARE_INACTIVATED
Protein Dephosphorylation,DUSP4,GOBP_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | REACTOME_ERKS_ARE_INACTIVATED | REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY
Protein Dephosphorylation,DUSP5,GOBP_DEPHOSPHORYLATION | GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY
Protein Dephosphorylation,DUSP6,GOBP_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | REACTOME_ERKS_ARE_INACTIVATED | REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY
Protein Dephosphorylation,DUSP7,GOBP_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | REACTOME_ERKS_ARE_INACTIVATED | REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY
Protein Dephosphorylation,DUSP8,GOBP_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY
Protein Dephosphorylation,DUSP9,GOBP_DEPHOSPHORYLATION | GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY
Protein Dephosphorylation,ENSA,GOBP_DEPHOSPHORYLATION | GOBP_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION | GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION | GOBP_REGULATION_OF_DEPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,EPHX2,GOBP_DEPHOSPHORYLATION | GOBP_PHOSPHOLIPID_DEPHOSPHORYLATION
Protein Dephosphorylation,FAM220A,GOBP_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,FAM220BP,GOBP_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION
Protein Dephosphorylation,FBP1,GOBP_DEPHOSPHORYLATION
Protein Dephosphorylation,FBXW11,GOBP_DEPHOSPHORYLATION | GOBP_PROTEIN_DEPHOSPHORYLATION
